edad,salario,productos,churn
55,8901,1,0
56,2805,1,0
34,3279,1,0
41,8667,2,0
49,8316,1,1
49,6925,1,1
44,4874,3,0
46,8423,2,0
18,3263,5,0
20,2760,3,1
48,6829,5,1
28,6074,3,1
30,6765,1,0
51,5992,2,1
41,2740,2,0
26,3600,1,0
26,3992,3,0
23,4655,5,0
47,7904,4,1
43,3381,3,0
61,8730,3,1
24,6581,5,1
31,7715,4,1
46,5271,5,1
38,6902,1,0
45,3436,5,0
58,8512,1,1
20,5989,3,1
36,6747,5,1
19,2739,2,0
45,8279,2,0
22,3562,3,0
38,2801,1,0
18,7672,3,1
54,8314,3,1
53,2342,4,1
31,6119,2,0
35,7667,5,1
60,2412,5,1
44,7388,4,1
38,3423,2,0
49,5884,1,1
44,2776,1,0
56,4477,5,1
54,1974,3,0
54,1838,4,1
43,2103,5,1
20,4563,1,0
24,8598,4,1
35,4398,3,0
53,8145,3,1
21,5022,3,1
47,5841,1,1
57,2641,1,0
18,2936,1,0
62,7733,4,1
23,3365,3,1
52,1840,1,0
20,2707,1,0
22,3960,3,0
42,4011,2,0
55,5574,1,0
27,7968,5,1
44,7017,4,1
51,6122,2,1
60,5814,3,1
64,5754,2,0
36,7627,1,0
33,7202,2,0
22,5851,1,0
60,3570,4,1
30,5794,1,0
55,8039,5,1
38,8029,3,1
59,3061,5,0
26,3592,3,0
46,8909,5,1
43,3339,1,0
28,7421,3,1
54,7111,1,0
24,7903,1,0
47,3332,3,0
60,6149,4,1
25,6308,1,0
31,3033,4,0
50,4533,1,0
41,2601,1,0
64,5261,2,1
43,3247,5,0
56,5843,5,1
61,2208,2,1
32,2743,1,0
54,3980,2,0
24,4056,2,0
62,7664,4,1
24,3601,3,0
28,8236,2,0
36,7582,5,1
18,2572,2,0
62,6896,4,1
62,3754,2,0
22,3165,2,0
47,2961,1,0
45,4536,1,0
34,2430,2,0
18,6666,3,1
55,1808,4,1
48,2696,1,1
54,7370,3,1
51,5921,2,1
24,2619,3,1
39,5507,4,1
52,3908,4,1
47,1911,3,1
39,6042,5,1
35,7417,5,1
19,3011,4,1
60,2960,3,1
33,6531,4,1
65,2531,2,1
42,7032,1,1
58,7360,5,1
46,8976,5,0
61,4657,3,1
44,4063,3,0
55,6060,3,1
25,5350,4,1
40,4162,1,0
49,7415,2,1
27,6085,3,1
60,3132,3,1
22,8351,3,0
20,3580,3,1
25,2235,4,0
45,4685,1,0
26,4668,3,1
50,7250,5,0
23,7642,3,0
64,3411,4,1
23,4182,2,0
40,3837,4,0
24,3940,3,0
29,6419,4,1
38,8389,5,0
30,3848,2,0
30,4266,3,0
54,6947,4,1
42,8209,4,0
51,5420,3,1
61,7637,3,1
45,5621,4,1
47,2026,5,0
44,2524,2,0
37,8244,2,0
41,2842,5,0
54,8990,3,0
43,2831,4,0
47,8414,5,1
21,2493,1,0
59,2676,3,1
36,6432,4,1
21,2794,5,0
65,7673,1,1
51,2980,5,1
49,2917,2,1
58,8781,2,1
37,7691,1,1
57,7434,2,0
18,3053,5,1
51,2593,2,0
48,2001,5,1
21,2797,3,0
29,8519,2,1
52,3932,5,1
60,6855,1,1
58,1977,2,0
65,7185,2,0
65,7531,5,1
48,4175,3,1
55,5838,3,1
43,4960,1,0
45,3013,1,0
25,6422,4,0
37,2079,5,0
40,2941,4,1
47,4068,1,1
40,5901,5,1
63,6101,4,1
29,7173,2,0
64,6413,3,1
26,4080,3,1
22,8675,4,1
48,6763,2,1
50,8152,5,1
62,4454,5,1
40,6588,5,1
22,2168,1,0
28,3698,1,0
49,7365,4,1
32,8122,2,0
29,7765,4,1
44,2327,1,0
25,2106,1,0
41,6768,1,1
38,2681,4,0
58,6500,5,0
34,5823,4,1
32,3448,2,0
51,8424,2,0
19,6953,1,0
26,1842,3,1
54,6277,1,1
61,7779,5,1
31,6472,4,1
40,6866,5,1
22,5395,4,1
22,6462,1,0
51,4243,1,0
32,2221,5,0
19,3635,3,1
34,4998,3,0
28,4159,1,0
33,8789,5,1
50,4357,4,1
52,7514,1,1
34,7151,1,0
44,3937,2,0
21,2941,2,0
64,4500,1,0
22,8399,5,1
62,8640,1,1
22,5209,5,1
23,6317,4,1
35,7725,1,0
49,5958,2,1
45,5712,3,1
32,1975,1,0
30,6176,5,1
61,7400,1,1
21,4971,4,0
45,7545,4,1
25,5387,1,1
41,4681,2,0
21,3751,2,0
18,3660,4,1
52,6453,1,1
18,8953,2,1
22,2264,2,0
36,2158,3,0
59,3800,3,0
43,5721,1,0
22,3849,5,0
63,7822,3,1
32,5433,3,1
53,4197,2,0
35,4412,5,0
21,4639,4,1
57,5783,3,0
26,8692,5,1
65,6329,2,0
64,8487,2,0
33,7520,4,1
47,2735,1,0
20,4014,3,0
37,8576,1,0
57,4945,4,0
42,4951,4,0
31,4907,2,0
52,2228,3,0
40,2012,5,1
39,8584,3,1
55,3573,1,0
57,5355,4,1
65,7963,1,1
53,4979,3,1
52,5597,4,1
54,8099,5,1
42,5628,2,0
18,4099,3,0
33,8118,5,1
54,5032,1,1
41,4001,3,1
56,1901,1,0
60,4429,3,1
46,5590,1,1
47,2103,3,1
53,3584,4,0
23,4064,5,0
22,5408,2,0
35,3926,4,0
58,3229,2,1
59,2206,2,0
20,3309,5,1
55,4399,1,0
32,2298,3,1
19,7357,3,1
20,6719,2,0
22,5952,4,0
22,3741,2,0
41,8592,4,0
45,8974,3,0
38,6772,3,1
44,7141,3,1
36,6894,1,0
20,4182,2,0
19,2670,5,0
38,5984,5,1
63,4618,2,0
55,2067,2,0
59,2442,1,1
32,6431,5,1
58,6291,4,1
25,8743,5,1
56,5669,5,1
38,4005,2,0
36,3799,3,0
41,3691,4,0
25,7477,2,0
44,4764,1,0
50,2426,3,1
56,3687,4,1
32,6464,2,1
33,8160,4,1
60,2931,5,1
36,4598,3,0
44,5249,5,1
54,5848,2,1
47,1927,2,0
34,8071,5,1
48,7885,1,0
20,8630,4,0
28,2398,2,0
51,4979,4,1
43,7509,5,1
36,2775,3,1
39,6645,5,1
64,2170,1,1
40,5477,4,1
65,8638,4,1
48,7535,2,1
64,8074,5,1
50,2486,2,1
55,6658,3,1
47,4907,3,1
50,7718,5,1
24,3702,3,0
21,6421,5,1
55,5963,4,1
42,4409,2,0
20,8468,2,0
35,6511,5,1
40,4133,2,0
35,5786,4,1
28,4163,3,1
24,3697,3,0
31,6323,5,1
19,6702,1,1
52,6206,2,0
19,4827,2,0
54,5293,4,1
47,4216,1,1
25,5440,4,1
23,8882,2,1
64,7278,1,1
23,7897,2,1
38,3083,5,0
47,6966,5,1
22,7590,3,1
20,5350,1,1
51,4401,2,1
60,8661,1,1
58,1865,2,0
42,8944,2,0
34,5651,2,0
29,7809,4,1
30,7000,1,1
64,7939,2,0
22,5819,5,1
63,3259,1,0
34,6824,4,1
33,7024,3,1
60,3275,3,1
36,7272,4,1
58,5012,5,1
48,4220,1,0
36,5237,4,1
60,5280,1,0
38,7211,1,0
43,7573,2,1
48,8682,4,1
61,3723,1,0
50,3562,4,0
38,3943,3,0
46,5283,4,1
21,3998,4,1
39,7012,1,0
44,3612,5,1
52,3489,1,1
57,6803,3,0
52,1963,1,1
23,8193,3,1
53,2319,1,0
41,6186,2,1
52,5040,2,1
28,4862,3,0
53,7807,2,1
20,8726,1,1
51,2639,5,1
49,2146,2,0
19,3684,2,0
65,2812,4,1
26,8503,3,1
22,2405,5,1
64,5202,1,0
52,6755,2,0
55,8293,4,0
56,8839,3,1
45,5997,1,0
47,3460,1,0
59,6520,4,1
45,2562,2,0
53,4081,4,1
62,6168,5,1
19,5871,4,1
52,7653,1,1
54,2003,4,1
46,4829,4,1
59,4344,3,0
58,2485,1,0
31,8884,4,1
23,2957,4,0
48,6087,5,1
21,8086,4,1
37,7866,3,1
20,4433,5,0
18,3996,2,0
49,6269,4,1
59,3731,3,1
48,6014,5,1
64,2467,1,0
22,4877,2,0
28,6059,1,0
46,8924,1,0
45,5856,2,0
51,5791,2,1
53,5225,4,0
25,5367,3,1
61,4020,5,1
41,6418,2,0
51,7411,2,1
63,4841,5,1
48,5591,2,1
65,7699,2,0
63,8594,4,0
44,3268,2,0
18,4354,2,0
24,6205,4,1
21,6919,4,1
22,4670,5,1
40,6951,1,1
35,4128,4,0
37,4808,5,1
34,6396,5,1
30,2434,5,0
64,3573,3,0
54,2638,2,1
55,7082,4,1
55,6754,3,1
65,8937,5,1
48,3514,2,0
32,3573,1,0
57,3000,2,0
18,4448,1,0
21,2922,5,1
45,7246,4,1
50,8025,1,1
43,4890,4,1
40,4353,5,0
23,6759,2,1
58,8628,3,1
45,6391,4,1
34,7414,1,0
45,7141,3,0
41,8807,4,1
40,7767,4,1
53,8978,2,1
29,7924,1,0
41,6109,2,0
37,4490,1,0
34,5918,1,0
20,7102,3,1
43,2159,3,0
21,6487,1,1
48,6777,4,1
48,7943,5,1
20,4827,1,0
63,3054,2,1
26,2478,4,1
25,2259,4,0
21,4374,1,0
35,8784,2,0
65,1936,3,1
38,7610,2,1
55,7715,3,1
60,5102,4,1
60,2303,1,0
50,3008,3,0
46,2164,3,1
62,5940,4,0
65,8698,1,1
53,4672,1,0
54,8649,1,1
47,2522,1,1
29,7776,1,0
55,6933,1,1
18,3581,3,0
64,3821,3,1
59,8882,2,1
65,2887,3,0
63,4151,2,0
54,4384,4,1
30,4034,2,0
36,3924,4,0
49,4709,5,1
59,6084,4,1
61,8613,2,0
55,4959,2,0
31,7552,4,1
61,8323,3,1
62,5926,5,1
35,2543,5,1
34,3587,4,0
25,6035,2,0
47,6607,3,1
42,7192,5,1
38,7544,1,0
18,3100,4,0
39,7107,1,0
40,4309,2,0
29,7960,1,0
57,5539,5,1
45,7787,4,1
33,3869,3,0
48,7358,4,1
32,8051,5,0
45,8141,3,1
43,6658,1,0
28,4262,5,1
51,3425,5,1
26,7234,3,1
21,2540,3,1
27,8365,3,1
28,5573,1,0
30,3209,3,0
29,3734,2,0
64,3804,2,0
41,1840,4,0
24,5656,5,1
62,3540,4,1
47,7585,2,1
24,4975,2,0
26,5075,3,1
61,7783,4,1
52,2387,3,1
65,6604,1,1
56,3259,2,0
39,5907,1,0
43,2432,2,0
30,2162,2,0
23,4581,4,0
45,3034,3,0
61,8527,4,0
44,3270,2,0
51,8634,1,1
23,4636,1,0
43,8382,1,0
26,6507,5,1
47,1894,4,1
60,5090,4,1
37,5281,3,1
25,6744,4,1
48,7632,3,1
41,2714,2,0
52,8022,4,1
23,3031,1,0
63,6634,3,0
57,7760,4,1
47,4107,1,0
49,5570,3,0
56,7422,3,1
39,7329,3,1
19,6246,3,0
40,5216,1,0
37,7009,1,0
40,7795,1,0
43,3836,2,0
24,2832,2,0
45,4050,3,1
62,6856,2,1
64,8521,5,1
20,2426,3,0
27,6791,1,0
64,2445,3,1
65,4273,4,1
29,7917,3,1
65,2449,4,1
30,6476,3,1
57,6011,5,1
33,7487,1,0
48,3562,4,1
62,8175,2,1
60,2174,5,1
29,7355,3,1
44,3496,1,0
60,2863,3,1
56,8273,3,0
32,1948,3,0
57,4157,5,1
55,5246,5,1
42,5696,5,0
39,4418,3,1
27,5584,4,1
62,3192,4,1
20,7212,5,1
58,5785,5,1
23,3500,5,0
36,7951,3,1
47,2042,2,0
28,6913,3,1
44,8066,1,1
36,6358,4,1
42,6203,2,0
25,2594,4,0
25,6475,3,0
28,8082,4,1
40,7954,2,0
56,4084,3,1
58,2665,3,1
52,5012,2,1
49,7999,4,1
46,3085,2,0
18,6163,3,1
59,3211,1,0
59,5225,4,1
58,2037,5,1
57,6878,5,1
56,6474,4,1
38,6795,2,0
58,5665,1,1
19,7886,5,1
59,4989,5,1
30,8765,2,0
64,8965,2,0
63,3436,3,0
22,2053,2,0
47,3807,5,1
33,8327,2,1
50,7054,1,1
39,8944,2,0
64,2372,1,1
61,7344,4,1
48,8862,4,0
44,3930,5,0
56,7100,5,1
46,5738,1,1
43,8585,1,0
63,5990,4,1
25,2648,2,0
55,7973,1,1
41,5182,3,0
33,8317,4,1
24,4503,1,0
63,5826,2,1
39,4219,4,0
46,7530,3,1
56,2092,2,0
36,2012,2,0
54,4771,3,1
63,3096,5,1
48,7641,4,1
27,7892,2,0
36,8838,4,1
32,2029,2,0
27,6586,1,0
64,5966,5,1
57,3195,3,1
55,8784,5,1
41,4896,4,0
51,5748,2,1
42,1916,1,0
37,3491,2,0
56,8173,1,1
40,5886,4,1
58,1899,5,1
65,3459,3,1
43,6931,1,1
50,2350,3,1
52,8735,5,1
21,5458,5,1
33,3897,2,0
59,8824,2,1
63,5536,2,0
56,3977,5,1
65,3356,1,1
26,6080,3,0
32,3798,5,1
48,5603,1,1
21,4412,1,0
25,5420,1,0
24,6243,5,1
49,4257,5,0
45,8854,1,1
46,8168,2,1
58,6833,4,1
34,7981,4,1
49,6970,2,1
48,6012,3,1
37,3964,5,0
35,7352,5,1
58,5404,1,1
29,5794,1,0
50,5654,4,0
22,8029,4,1
24,8861,4,1
61,6212,2,0
24,8049,2,0
50,4301,3,1
48,2643,3,1
31,6477,2,0
30,8078,4,1
28,6798,2,0
51,5681,5,1
64,4006,2,1
48,8814,3,1
37,4533,3,1
38,5484,3,1
43,8047,4,0
43,2253,4,0
26,5542,3,0
63,3456,2,0
34,4214,3,0
45,8279,4,1
53,7854,2,1
57,5920,4,1
24,2409,2,0
64,5729,5,1
20,8199,4,1
63,5789,2,1
56,6601,4,0
21,7039,3,1
41,5389,3,0
26,7942,1,0
64,5189,2,1
55,4248,5,0
23,5390,2,0
52,8048,3,1
36,7448,1,0
22,8932,3,1
41,8129,4,1
31,3308,3,0
47,4767,3,0
63,3921,3,1
19,2949,1,0
45,5046,4,1
51,2293,5,1
54,5381,1,1
38,8272,5,1
54,4534,1,1
54,2554,5,1
52,3096,5,1
23,6501,4,1
30,7959,1,1
45,8499,3,1
65,3046,3,0
59,6512,3,1
62,7857,4,1
43,6508,3,0
42,1954,1,0
45,3032,3,1
55,7325,3,1
59,7250,2,1
54,4705,5,0
27,3488,3,0
19,6169,5,1
20,8185,2,0
22,4482,3,1
60,3510,2,0
45,4020,2,0
31,8127,3,0
46,2808,4,0
65,8797,2,1
46,5392,4,0
42,6635,1,0
29,5950,5,1
25,3134,2,0
49,7867,5,1
38,5200,2,0
23,8351,5,1
34,5967,1,1
19,1859,4,1
43,8824,1,0
37,8652,1,0
59,4263,2,1
23,7128,4,1
19,4050,3,0
33,3252,5,0
51,3075,2,0
20,2301,5,1
65,7214,3,1
44,8544,2,0
29,6048,2,1
60,3287,3,1
25,8243,2,0
31,4307,4,0
34,6894,3,0
19,4516,1,0
20,7820,2,1
20,6219,4,1
64,6102,2,0
18,4656,2,0
22,2720,4,0
44,8813,5,1
56,8430,1,1
48,3904,2,0
52,4794,5,1
24,5714,4,1
54,3407,2,0
26,8398,2,0
23,7888,1,1
36,6838,1,0
34,3312,3,0
47,7275,5,1
54,3985,2,0
41,7216,2,0
20,7927,4,1
30,3292,1,0
20,8643,2,0
38,1895,5,0
40,3338,5,0
31,5512,5,1
46,2765,3,1
50,4563,3,1
29,3891,3,1
49,8124,5,1
24,7272,3,1
34,2317,3,0
19,6250,2,0
47,8599,1,0
63,4222,2,1
37,5507,4,1
23,8902,5,0
50,3396,2,1
32,8156,1,0
65,4699,5,1
27,6411,5,1
52,4770,5,1
51,3166,3,0
61,3156,5,1
63,3045,5,1
57,5273,2,1
43,4228,4,1
44,5703,4,1
64,4257,1,0
63,6352,3,1
64,6822,5,1
21,7986,4,0
48,8537,2,1
33,5005,2,0
43,6644,2,0
40,2377,2,0
35,2950,4,0
65,6599,2,1
27,7306,3,1
18,7016,1,0
51,2640,5,1
60,5390,3,1
52,7885,5,1
22,7978,3,1
20,4925,3,0
47,5289,5,0
63,7464,4,1
32,6083,1,0
64,6742,5,1
33,8921,4,1
45,5254,1,0
35,8700,3,1
58,5960,3,1
34,4721,1,0
63,8402,4,1
49,3613,5,1
35,2651,4,0
54,4878,5,1
60,4934,1,0
55,8666,1,1
25,8058,2,0
61,7610,5,1
43,7684,1,0
46,8781,4,1
51,2105,4,1
58,7898,4,1
19,3569,5,0
58,4494,1,0
44,8369,1,1
34,4737,3,0
33,4066,4,1
38,5553,3,1
28,3515,5,1
53,7110,3,1
40,8197,2,1
23,4534,3,0
65,8395,2,1
37,2629,1,0
38,6893,4,1
42,3456,3,1
49,4672,3,1
41,7983,2,1
38,1930,1,0
37,5946,5,1
53,6209,2,1
62,2422,2,0
63,6698,4,1
27,7664,3,1
43,2889,4,0
65,8472,3,1
23,4452,2,0
20,3814,5,0
35,2015,4,0
62,3593,2,1
46,7107,2,0
36,3796,1,0
48,8664,4,1
53,6453,2,1
51,6558,4,1
42,7917,3,1
41,8381,3,1
41,3722,3,0
22,7478,2,0
62,3822,5,1
24,8224,5,1
52,4368,1,1
56,3666,3,1
59,6338,2,1
54,8653,1,1
46,5872,5,1
28,1981,5,0
59,2271,3,1
63,3011,1,0
22,7688,3,1
64,2025,5,1
63,8061,2,1
31,7221,4,1
62,7326,3,1
54,8340,5,1
27,8077,5,1
55,4376,1,1
21,7633,3,1
22,6828,1,0
64,3120,2,0
56,8138,2,1
19,7119,4,1
39,2529,1,0
54,7542,4,1
42,7505,4,0
39,3299,1,0
29,7593,4,1
49,2543,2,0
30,3656,3,1
58,2468,3,1
24,6091,3,0
56,2298,5,0
41,2582,2,0
51,1903,1,0
37,2026,5,0
22,3212,2,0
49,3289,5,1
40,2594,2,0
54,3249,4,1
29,5956,2,1
46,2048,5,0
52,8301,1,1
37,4187,1,0
29,6634,5,0
24,5876,2,0
57,4563,4,1
53,8613,4,1
25,7278,5,0
33,4795,2,0
49,3342,4,0
21,5735,5,0
51,2545,3,1
54,6511,5,1
52,7069,2,1
26,5469,2,0
58,5292,4,1
23,5817,1,0
38,6397,4,1
37,5876,3,1
62,2251,5,1
30,2530,3,1
65,6479,5,0
38,7855,1,0
21,4281,4,0
52,2229,4,1
51,8756,2,1
61,7527,1,1
24,5545,2,1
63,4423,1,1
49,3493,5,1
18,2170,4,0
62,2752,3,0
33,7203,3,1
42,8571,2,0
43,2166,2,0
33,6893,3,1
45,7373,5,1
58,4337,2,1
59,7834,3,1
18,5206,4,1
30,8490,4,1
18,6932,4,0
46,2855,2,0
25,2744,2,0
49,2344,2,0
28,7862,3,1
63,7493,4,1
36,4132,5,0
25,5035,2,1
53,8734,4,1
51,2092,4,1
25,3673,1,0
29,2484,1,0
57,4838,4,1
46,6690,1,1
50,8081,2,1
64,4404,1,0
27,4596,3,1
40,5584,2,1
21,5005,4,0
36,5941,1,0
58,3392,3,1
46,2007,4,0
33,6728,5,1
28,2974,5,1
21,2712,1,0
52,1943,5,1
64,4435,3,0
24,7405,2,0
18,6409,1,1
54,2780,2,1
20,6417,5,0
59,8550,4,1
59,4962,3,1
42,5483,2,0
57,3848,3,1
58,5527,4,1
27,5520,5,1
32,2982,3,0
29,4982,3,1
41,7862,1,0
37,2979,1,0
63,6235,2,1
26,8682,3,1
43,5249,4,1
46,5436,4,1
39,4470,4,0
51,3486,2,0
30,6456,2,1
64,7201,5,1
47,6290,4,1
37,3549,4,0
24,6246,4,1
57,5176,1,0
39,6319,2,0
51,5337,2,1
19,7484,2,0
60,3211,3,1
61,6415,2,1
54,8204,2,0
38,5638,2,1
26,8047,4,1
57,6146,1,1
22,2502,1,0
21,4515,1,0
40,3463,2,0
37,8686,1,0
38,6579,4,1
63,3235,3,1
53,3109,2,0
25,6160,5,1
53,6324,4,1
35,7452,2,1
60,3001,4,0
20,2910,4,0
48,3196,1,0
41,5412,5,1
46,1962,4,1
54,4616,3,1
41,2364,2,0
37,7349,4,1
25,8279,2,1
38,4194,1,0
49,1930,5,1
44,3184,3,1
30,6005,3,1
19,5810,3,1
21,7119,2,1
34,5477,4,1
35,7943,4,1
39,6316,1,0
57,1887,5,0
42,3435,4,0
20,7495,3,1
39,4804,5,1
45,5135,3,0
40,7691,3,1
49,4107,3,0
46,7303,1,1
38,8857,5,1
19,8441,2,1
24,3790,1,0
22,3061,5,1
23,8875,1,0
18,7833,3,1
57,2376,2,0
47,6969,3,1
24,6818,1,0
26,3434,1,0
63,2550,1,0
61,3709,2,0
23,4969,3,0
30,5699,2,1
49,6759,2,1
64,7339,5,1
21,5425,2,0
23,3240,2,0
52,6513,2,1
62,8039,1,0
38,7995,2,0
58,8648,5,1
44,5950,3,1
34,8554,3,1
51,1857,3,1
28,2329,1,0
40,7804,1,0
45,2454,4,0
65,7325,1,1
41,7518,5,1
22,6462,3,1
38,5492,3,1
48,4834,4,1
49,4367,5,1
30,3668,5,0
62,4690,4,1
47,4457,4,1
47,5504,2,0
42,5237,1,1
38,4924,2,0
18,5358,2,0
29,3577,1,0
48,3027,3,1
19,5874,4,0
53,4074,2,0
56,7728,4,1
28,5792,1,0
24,2348,3,1
56,4170,2,0
49,8383,2,1
18,4323,2,0
37,7403,5,1
25,6707,2,0
39,7737,3,1
26,4827,5,1
22,1945,4,0
33,3515,3,0
38,6992,4,1
53,4591,5,1
62,3392,2,1
58,6488,2,1
57,3741,2,0
48,1958,3,1
24,4946,2,0
23,6135,4,1
64,3979,1,0
30,8282,3,1
41,8744,1,0
32,6986,1,0
57,5753,5,0
35,4421,4,1
56,6193,2,1
59,3341,5,1
36,7808,1,1
30,6088,5,1
42,5265,1,0
31,2980,3,0
59,7075,4,0
47,8155,2,1
42,6348,2,0
38,2682,3,0
30,7585,5,1
28,6604,2,0
19,2815,1,0
53,5708,3,0
64,4872,5,0
45,7094,3,1
38,6822,1,0
38,6433,5,0
50,2257,2,0
22,2946,2,0
28,7647,2,0
41,4725,3,0
39,7950,1,0
52,2309,5,1
43,7490,2,0
23,8471,2,0
25,8048,3,1
21,7081,5,0
59,8704,2,1
20,3594,2,0
26,5900,3,1
58,7290,4,0
36,5832,1,0
62,5199,5,0
30,6630,1,0
55,5826,1,1
23,6564,3,1
28,5053,2,0
18,6941,5,1
53,4866,5,1
30,7978,5,1
30,4479,3,0
59,4137,4,0
56,7136,5,1
31,3314,1,0
24,7885,2,0
54,7826,3,1
61,3555,5,1
41,5599,1,0
32,6443,3,1
19,4338,1,0
29,8848,3,1
64,4983,3,1
43,6730,2,1
48,6394,5,1
60,8823,2,0
24,1802,1,0
18,4046,1,0
42,7769,5,1
24,2238,3,0
30,5266,3,0
44,7154,1,0
20,2783,3,0
47,8358,2,0
58,7896,1,1
48,3230,1,0
64,3723,4,1
55,7492,5,1
19,7557,5,1
64,7467,2,1
43,7354,4,0
49,5342,4,1
18,6524,1,0
35,7615,3,1
30,8369,3,0
35,8943,2,0
46,8438,1,1
20,8955,5,1
45,6378,4,1
63,8750,1,1
23,6699,3,1
48,6261,2,1
41,7749,5,1
38,7822,3,1
55,5091,3,1
40,8085,3,0
61,7957,4,1
44,4751,4,0
34,2927,3,1
59,5622,4,1
61,3145,1,0
58,2988,5,1
58,8615,2,1
54,2942,2,1
43,2469,4,1
50,6256,1,1
54,1833,3,1
60,3149,2,0
39,5807,1,0
41,6292,4,1
43,3594,5,0
44,7434,1,0
59,5516,2,1
30,7667,1,1
50,8353,1,1
22,7492,3,1
43,4281,2,0
24,8472,2,0
19,4223,1,0
61,2384,1,0
25,5256,3,1
18,7516,5,1
42,4871,2,0
57,6630,4,1
55,2143,4,1
49,4418,3,0
62,5679,4,1
24,5262,5,1
40,7410,4,1
42,2116,4,1
23,5690,3,1
23,3810,1,0
65,4563,2,0
48,2081,3,1
63,8801,4,1
44,2577,1,0
55,8867,1,1
46,2366,5,0
35,7510,5,1
52,7155,1,1
25,7519,5,1
46,4203,2,0
56,4514,4,0
27,8659,1,0
49,3840,1,0
65,8409,2,1
20,4276,2,0
61,6580,4,1
46,8422,1,0
26,2881,5,0
46,5864,3,1
45,1968,5,1
41,7000,5,0
48,2074,3,1
62,5259,1,0
34,8990,3,1
50,3792,2,0
28,2507,5,0
30,5454,5,1
34,5714,1,1
60,3319,5,1
53,2125,2,0
37,2891,4,0
21,5979,1,0
60,3978,5,1
37,8447,2,0
33,8849,4,1
30,7239,4,1
31,2611,2,0
58,6936,5,1
22,2996,2,0
27,8854,1,0
22,6437,2,0
44,8679,3,1
34,5129,1,1
20,8932,3,1
19,3377,3,0
56,8651,2,1
26,5726,5,1
50,5130,2,1
51,4156,4,1
45,6713,1,0
53,2495,2,1
20,4827,3,0
47,7126,3,1
52,6758,3,1
48,5989,4,1
62,6629,5,1
56,6709,5,0
39,2545,4,1
52,6035,5,1
34,6953,3,1
36,6669,5,1
38,3761,5,0
37,3371,3,0
44,4081,3,0
60,7199,2,1
26,8371,3,0
61,4761,5,1
31,8337,4,1
29,2760,3,0
31,6699,3,0
59,8432,4,1
43,5767,3,1
47,6202,3,0
56,2390,3,0
42,8461,5,1
18,2345,2,0
34,5855,4,1
53,6580,3,1
44,3431,3,0
45,6945,4,1
48,5381,4,1
26,3283,1,0
21,2136,1,0
53,6184,3,0
24,7886,4,1
60,6441,1,0
39,6914,3,1
33,3688,2,0
54,7958,3,1
40,8687,2,0
53,6585,3,1
28,8400,4,1
57,1942,2,0
65,6830,3,1
25,2583,2,0
32,3782,4,0
29,3605,3,0
33,7298,3,1
56,8759,4,1
32,2622,1,0
46,5425,2,1
42,8768,5,1
19,6234,3,1
61,5826,4,1
51,4604,3,0
50,6843,4,1
56,3483,3,0
22,6723,4,0
43,3496,2,0
43,4045,2,0
32,4908,5,1
19,7423,5,1
62,2329,4,1
19,4985,5,0
42,1967,4,0
46,5274,1,1
40,3672,3,0
34,5720,2,0
55,7083,5,1
30,8729,1,1
41,2193,2,0
28,2556,5,0
21,3851,1,0
34,5511,2,0
45,4081,2,0
37,3165,5,0
23,6886,1,0
65,3241,3,1
45,3175,2,0
30,6736,1,0
24,4004,2,0
47,6333,3,1
27,6171,2,0
18,4466,2,0
50,8462,1,1
21,5026,2,0
48,3077,2,0
56,8634,3,1
35,5588,2,0
63,2700,2,0
56,7980,1,0
42,2913,1,0
51,8344,4,1
43,6308,5,1
51,5622,5,1
56,6530,4,1
51,5139,2,1
49,2834,1,0
56,4810,3,0
44,4934,4,0
19,4376,4,0
19,3565,4,1
27,5485,5,1
65,2945,3,1
27,1934,2,0
34,5787,4,1
47,4843,2,0
44,2220,2,0
58,2629,3,1
40,5610,4,1
45,2439,5,0
50,6318,4,0
48,2355,3,1
37,5951,2,0
24,2995,5,0
19,5973,2,0
41,1997,4,0
57,5570,3,1
36,4814,1,0
55,2810,4,1
45,8055,5,0
53,7769,5,1
27,8556,4,1
63,5403,3,0
30,2563,5,0
43,3604,1,0
18,2889,2,0
30,5220,2,0
54,3890,2,0
22,3138,1,0
48,8247,1,1
28,7310,4,0
60,5565,3,1
41,8768,4,1
34,6527,5,1
65,4508,3,1
60,7386,5,1
35,8404,5,1
33,3653,1,0
35,4488,5,0
64,5115,1,1
37,8367,3,0
27,6346,2,1
32,3837,4,1
24,7512,5,1
44,7882,4,1
39,4250,1,0
57,5741,1,1
21,5368,4,1
27,5193,4,1
39,4834,1,0
49,5829,4,1
43,5323,2,0
57,8390,2,1
56,4479,5,1
23,2624,1,0
65,1869,2,0
49,2556,2,1
18,5660,2,0
36,8710,3,1
62,4726,5,0
28,4337,3,0
55,2474,1,0
30,8267,2,1
49,2680,3,1
57,8655,5,0
57,4130,2,0
56,8782,3,0
62,6017,1,1
32,7444,3,0
39,7247,2,0
46,4738,5,1
59,7580,4,1
33,8306,3,1
31,3771,4,0
27,2101,1,0
25,3009,1,0
26,3023,1,0
39,7433,3,1
63,5745,4,1
59,7274,5,1
37,7609,2,1
59,2077,3,0
30,4626,1,0
34,4991,2,0
47,7193,4,1
38,5483,2,1
65,7594,4,1
54,8911,2,0
28,3852,4,0
39,3013,1,0
33,6000,5,1
35,3456,2,0
18,6973,3,1
